content,fileName,fileUrl,regdate,regname,seq,subject,viewCount
bunryu=&amp;st=&amp;c=1003&amp;seq=10532",2011.07.12,박병도,519,"김치, 이제는 건강기능식품의 선두주자다 - 건강기능성 관련 김치 특허출원 동향 -",574,2011 대학창의발명대회(발명 특허ㆍ공모 부문) 신청접수 공고,719

"특허청(청장 이수원)이 최근 5년간 국내 216개 대학의 특허출원 현황을 분석한 결과 1000건 이상의 특허를 출원한 대학은 12개 대학이며, KAIST가 4403건으로 1위를 차지했다고 4일 밝혔다. 

그 뒤를 이어 서울대(3536건), 연세대(2610건), 고려대(2516건), 한양대(2247건), 성균관대(1880건), 인하대(1374건), 경희대(1274건), 포항공대(1223건), 건국대(1080건), 경북대(1074건), 부산대(1006건) 순이다. (중략)

서울대는 의학&middot;수의학, 나노기술, 유기화학, 고분자, 생화학&middot;미생물학 등 7개 기술분야에서 선두를 나타냈고 이중 의학&middot;수의학분야 특허출원 건수가 421건으로 연세대, 고려대를 크게 앞질렀다. 

일부 대학은 상위 10위안에 들지는 못했지만 특정분야에서 강세를 보였다. 강원대의 경우 농업&middot;어업분야에서 가장 많은 특허를 출원(1위 49건)했고 식품&middot;식료품(2위 83건)과 의학&middot;수의학분야(5위 177건)에서 기술개발이 활발한 등 바이오 및 의학 분야에서 강한 대학인 것으로 분석됐다. 

건국대는 식품&middot;식료품에서 국내 대학 중 가장 많은 85건의 특허를 출원했고 유기화학(2위 115건), 생화학&middot;미생물학(3위, 155건) 연구에서 높은 성과를 내고 있는 것으로 조사됐다. 전북대는 광학분야에서 93건의 특허를 출원하여 이 분야 특허출원 1위를 기록했다. (후략) (2011.07.04. 대덕넷)

http://www.hellodd.com/Kr/DD_News/Article_View.asp?Mark=34795&amp;Midx=1",2011.07.05,박병도,518,"강원대 농식품 분야 특허 출원 강세 ",586,2011 대학창의발명대회(발명 특허ㆍ공모 부문) 신청접수 공고,719

"(전략) 2011년 6월 13일, 우리나라에서 제주 흑우(黑牛)가 복제됐다. 여기서 놀라운 점은 3년 전에 죽은 흑우를 복제시켰다는 것이다. 제주 흑우는 선사시대 이후 제주도에서만 사육된 한우의 한 품종으로 현재 멸종위기에 처해 있다. 제주대 줄기세포연구센터의 박세필 교수팀과 (주)미래생명공학연구소 공동연구팀은 세계 최초로 초급속 냉동 초간편 해동(초자화 동결, vitrification) 기술을 개발해 이미 죽은 흑우를 되살렸다. 

체세포를 이용한 소 복제는 이미 1999년 국내에서 젖소와 한우 복제에 성공한 사례가 있다. 흑우 역시 2009년 3월 체세포 복제에 성공한 바 있다. 하지만 이 당시에는 수소였다. 앞으로 종 보존을 위해서는 우수 유전형질을 가진 암소가 필요했다. 이를 위해 연구팀은 17년 전인 1994년에 태어나 3년 전 노령으로 도축된 씨암소 복제를 시도했다. 이미 죽은 암소를 복제할 수 있었던 건 체세포 복제기술에 초급속 냉동 초간편 해동 기술이 더해졌기 때문이다.(후략) (2011.07.04. THE SCIENCE)

http://news.dongascience.com/PHP/NewsView.php?kisaid=20110704200002243282&amp;classcode=01",2011.07.05,박병도,517,"고(故) 제주 흑우, 복제기술로 살아나다!",557,2011 대학창의발명대회(발명 특허ㆍ공모 부문) 신청접수 공고,719

"2008.7.1. 이후 개정된 PCT 규칙을 반영한 최신 &quot;특허협력조약 및 규칙&quot;의 원문 및 번역문 자료입니다.
&nbsp;
* 특허협력조약 규칙 번역문 중 영문과 국문상의 차이가 있는 경우에는 영문상의 규정에 기초하여 해석합니다.
&nbsp;",2011.01.05,이진필,516,특허협력조약(PCT) 및 규칙 번역문,701,2011 대학창의발명대회(발명 특허ㆍ공모 부문) 신청접수 공고,719

"■ 국제 지식재산권 분쟁지원을 위한 맞춤형 컨설팅 실시 
■ 특허소송비용 부담 경감을 위하여 소송보험 가입 지원 

특허청(청장 이수원)은 국내&middot;외 특허분쟁을 지원하기 위해 올해 총 36억원의 예산을 투입하여 148개 기업을 지원하는 &ldquo;국제 지식재산권 분쟁지원 사업&rdquo; 및 &ldquo;지재권 소송보험 지원사업&rdquo;을 시행한다고 발표하였다. 

최근 우리기업 기술력과 브랜드 가치가 향상되면서 선진기업들은 우리기업의 해외 시장진입을 저지하기 위해 국제특허분쟁을 많이 제기하고 있을 뿐만 아니라, 개발도상국에서는 한국제품의 인지도 상승에 따라 브랜드&middot;디자인을 모방하는 사례가 증가하고 있다. 

이로인해 어렵게 해외시장을 개척하여 진출한 우리기업들이 지재권 분쟁으로 인해 수출길이 막혀 해외진출을 포기하고, 그렇지 않은 경우에는 막대한 로열티를 지불하게 되어, 해외 진출시 지재권 분쟁 리스크 관리의 필요성이 점점 중요해 지고 있다. 

그러나, 우리기업의 해외지재권 분쟁리스크 관리실태는 아직도 열악한 수준이다. 특허청이 지난 2009년에 조사한 실태조사에 의하면 지재권 관련 전담부서나 인력을 두고 있는 기업은 5.6%에 지나지 않고, 분쟁발생시 소송비용 부담 및 기업이미지 훼손 등을 이유로 적극적인 대응을 하지 못하고 묵인하는 기업도 40%를 넘고 있으며, 해외 수출시 사전에 경쟁사의 지재권 침해여부를 분석하는 기업은 36.9%(2,050사 중 756사)에 불과한 것으로 조사되었다.&nbsp; 

이에, 특허청은 해외에서 지식재산권 분쟁에 취약한 우리기업을 지원하기 위해 ▲ 국제 지식재산권 분쟁지원 ▲지식재산권 소송보험 지원 ▲해외 지식재산센터(IP-DESK) 운영 사업을 실시한다. 이와 별도로 국내에서 경제적으로 취약한 계층에 대한 지식재산권을 보호하기 위해 ▲사회적 약자 지재권 보호지원 사업을 실시한다. 

해외기업으로부터 특허침해 경고장을 접수한 기업은 본 사업을 통하여 침해여부 분석, 라이센싱 협상, 대응특허 발굴 등 지재권분쟁 전문가에 의한 맞춤형 분쟁대응 종합컨설팅을 지원 받을 수 있다. 

외국 경쟁사와의 특허분쟁이 우려되는 기업은 수출제품에 대한 특허분쟁 가능성 여부를 사전에 점검하여 특허분쟁을 예방할 수 도 있다. 
그리고 미국 등에서 지식재산권 관련 소송이 시작되면 막대한 소송비용이 지출되는데 지식재산권 소송보험을 통하여 소송비용을 지원 받을 수 있다. 최근 의료기기 부품에 관한 신기술을 보유한 국내 A기업은 자사 특허를 침해한 외국기업을 상대로 미국에서 소송을 준비하고 있는데, 지재권 소송보험을 통해 소송비용을 충당할 계획이다. 

지재권 소송보험에 가입한 국내 A기업은 자사 미국특허를 침해한 외국기업을 상대로 미국에서 특허소송을 준비하고 있다. 
아울러, 특허청에서는 국제지재권분쟁지원사업 이외에도 개발도상국에서의 우리기업의 지재권 애로사항을 지원하기 위해 중국, 태국, 베트남 등에 7개소의 IP-DESK(해외지재권지원센터)를 운영하고 있으며, 한국지식재산보호협회내의 특허상담센터를 통하여 장애인, 국가유공자, 학생, 소기업 등 사회적 약자를 위한 무료변리서비스도 실시하고 있다. 

중소기업 관계자는 &ldquo;분쟁에 연루됐다는 사실만으로도 기업 이미지가 실추될 수 있고, 소송을 겪는 과정에서 사업 중단은 물론 비용부담도 만만치 않다&rdquo;면서 &ldquo;국내 기업들의 특허나 기술을 보호하기 위한 적극적인 대책이 마련돼야 한다&rdquo;고 말했다. 

특허청 산업재산보호팀 강경호 과장은 &ldquo;대한민국은 수출 중심형 국가이고 해외 경쟁사와의 특허분쟁은 피할 수 없다&rdquo;며 &ldquo;전담인력과 자금력이 부족한 중소기업을 위해 향후 정부지원을 확대할 것&rdquo;이라고 밝혔다.(2011.2.16, 특허청 홈페이지 보도자료)

http://www.kipo.go.kr/kpo/user.tdf?a=user.news.press1.BoardApp&amp;board_id=press&amp;cp=1&amp;pg=1&amp;npp=10&amp;catmenu=
m02_01_01_02&amp;sdate=&amp;edate=&amp;searchKey=&amp;searchVal=&amp;bunryu=&amp;st=&amp;c=1003&amp;seq=10103",2011.02.18,이진필,515,"특허분쟁 타깃 된 한국기업, 정부지원 절실",725,2011 대학창의발명대회(발명 특허ㆍ공모 부문) 신청접수 공고,719

"- 전년도에 비해 사업비는 138%, 참여 지자체 수는 31% 증가 -
&nbsp;
최근 지역 경제 활성화를 위해 지자체의 지식재산에 대한 관심이 증가하고 있는 가운데 특허청(청장 이수원)은 지자체의 특허&middot;브랜드 등 지식재산권 지원 사업을 대폭 확대한다. 
특허청은 지역의 지식재산 경쟁력 제고를 위해 70여개 지자체의 지식재산권 창출 및 활용 지원에 63억원을 투입한다.

2010년도와 비교할 때 사업비(2010년 26.5억)는 138% 증가한 것이고, 참여 지자체 수는(2010년 52개) 31%가 증가한 수준이다.
지역별로 지자체의 특성에 맞게 지식재산도시 조성사업, 전통산업 지식재산권 지원사업, 지역 R&amp;D 전략수립 지원사업 등을 추진하게 된다. 
먼저, 지식재산도시로 선정된 대구 달서구, 광주 광산구 등 10개 지자체에서는 주민을 위한 발명 체험행사, 지역 향토기업을 위한 특허&middot;브랜드&middot;디자인 지원사업 등 다양한 사업을 추진한다. 
지식재산도시 조성사업은 매년 5개의 기초지자체를 지정하여 3년간 지원하는 사업으로 보통 1년차에는 지식재산 인식제고, 2&middot;3년차에는 창출 및 활용분야에 관한 사업을 중점적으로 추진한다. 
2010년도에는 원주시, 제천시, 안동시, 대구 달서구, 광주 남구가, 2011년도에는 제주시, 부산 북구, 진주시, 광양시, 광주 광산구가 지식재산도시로 선정되었다. 
다음으로, 태백시, 서산시 등 30개 지자체에서는 지역특산품의 지리적표시 단체표장, 브랜드, 디자인, 특허의 개발 및 권리화 등을 지원한다. 
2010년도에는 제천황기, 괴산대학찰옥수수, 금정산성막걸리 등 20여개 특산품을 지리적표시 단체표장으로 출원하여 생산자나 가공자 단체들이 해당 상표를 독점적으로 사용할 수 있는 기반이 마련되었고, 올해에는 장흥매생이, 담양대나무, 보령남포벼루 등 30여개 지역 특산품을 지리적표시 단체표장으로 출원할 계획이다. 
지자체의 향토자원 조사사업 결과를 바탕으로 우수 향토자원에 대해서는 향후 5년간 150여건의 지리적표시 단체표장을 단계적으로 지원할 계획이다.&nbsp; 
그 밖에, 경기도, 강원도, 부산광역시 등 8개 지자체에서는 지식재산권 중심의 지역특화산업 R&amp;D 전략수립을 지원한다. 
동 사업은 특허와 논문, 시장 등을 포함한 통합분석을 통해 지역의 유망 특화기술을 발굴하고, 기술분야별로 핵심 지원과제, 장기과제 등의 세분화된 R&amp;D 전략수립을 지원하는 사업이다.&nbsp; 
2010년에는 충북지역의 3D응용기술 융복합 분야 등 강원, 경기, 부산 지역 특화산업의 R&amp;D 전략수립을 지원하였으며, 올해에는 울산, 전남, 전북 등 8개 지역에서 동 사업이 추진될 예정이다. 
또한, 특허청은 지식재산 교육 및 설명회를 지속적으로 실시하고, 지자체 지식재산 조례 제정과 중장기 발전전략 수립 지원 및 관계기관과의 협력도 강화해 나갈 계획이다. 
지식재산 조례는 2010년까지 인천, 대구, 광주, 울산 등 17개 지자체에서 제정하였으며, 올해에는 대전, 제주, 진주 등 10여개 지자체에서 조례를 제정할 것으로 보인다. 
지식재산 중장기 발전전략은 인천, 대전, 광주, 울산 등 11개 지자체에서 마련하였으며, 올해에는 충남, 강원 등 7개 지자체에서 지식재산 중장기 발전전략을 수립할 계획이다. 
특허청 산업재산정책국 우종균 국장은 &ldquo;특허청은 최근 다양한 사업과 지자체 협력을 통해 지역의 지식재산 경쟁력을 제고하고 있으며, 그 결과 지역의 특허 출원율이 꾸준히 증가하고 있다.&rdquo;고 말하고, &ldquo;지역의 지식재산 경쟁력이 대한민국의 경쟁력이므로 앞으로도 지자체에 대한 지원을 지속적으로 확대해 나가겠다.&rdquo;고 밝혔다. (2011.2.15, 특허청 홈페이지 보도자료)
&nbsp;
http://www.kipo.go.kr/kpo/user.tdf?a=user.news.press1.BoardApp&amp;board_id=press&amp;cp=1&amp;pg=1&amp;npp=10&amp;catmenu=m02_01_01_02&amp;
sdate=&amp;edate=&amp;searchKey=&amp;searchVal=&amp;bunryu=&amp;st=&amp;c=1003&amp;seq=10099 
&nbsp;",2011.02.17,이진필,514,"특허청, 지자체에 대한 특허·브랜드 지원 대폭 확대",719,2011 대학창의발명대회(발명 특허ㆍ공모 부문) 신청접수 공고,719

"1. 전시명 : 제 39회 제네바 국제발명&middot;신기술 및 신제품전시회 (39th International Exhibition of Inventions, New Techniques and Products)
&nbsp;&nbsp; * 세계 최대 규모의 국제발명품전시회

2. 기&nbsp; 간 : '11. 4. 6(수) ～ 4. 10(일) [5일간] * 부스설치 : 4. 5(화)

3. 장&nbsp; 소 : Geneva Palexpo, Hall 7

4. 규&nbsp; 모 : 45개국 1,000점 (&lsquo;10년) 

5. 주최 및 후원: Salon International Des Invention, 스위스 정부, 제네바시 정부, 세계지식재산권기구

6. 전시형태 (1부스 1발명품 전시 원칙)

7. 시상제도 : 그랑프리, 금상, 은상, 동상 및 특별상 등
&nbsp; ※ &lsquo;10년 한국 : 13사(명) 13건, 금상 10, 은상 3, 특별상 4 수상

8. 출품지원금 국고지원 및 혜택
□ 개인 및 중소기업자의 최소부스료, 카다로그게재료, 번역비, 통역비 항목에 한해 발명품 1건 당 최대 1,769,000원 이내 국고 지원 전시회 참가 前 지원
□ 발명의 날 포상 신청시 본 전시회 수상자에 한하여 가산점 부여
□ 잔액은 참가단 귀국 후 정산하여 환불

참가 세부 내용
1. 출품주관 : 한국발명진흥회

2. 참가비용
□ 직접참가 (전시 및 1인 현지 참가기준)
&nbsp;&nbsp; 기본부스&nbsp; 4㎡(2m&times;2m) 개인9,700,000원 기업10,800,000원
&nbsp;&nbsp; * 참가비 중 여행경비 및 공동경비 : 5,300,000원
□ 위탁참가 (1건 위탁전시 기준)
&nbsp;&nbsp; 기본부스&nbsp; 4㎡(2m&times;2m) 개인6,400,000원 기업 7,500,000원
&nbsp;&nbsp; * 참가비 중 위탁경비 및 공동경비 : 2,300,000원
□ 공통사항
&nbsp;ㅇ 포함내역 : 부스료, 판넬제작비, 통역비, 공동경비, 여행경비(관광포함)
&nbsp;&nbsp;&nbsp;&nbsp; (직접출품인 경우 참가자 1명의 항공료와 숙박비 포함)
&nbsp;ㅇ 추가경비
&nbsp;&nbsp; - 발명품 1건 추가비용(판넬, 통역, 부스료 포함)
&nbsp;&nbsp; * 기본형: 개인명의 - 4,400,000원,&nbsp;&nbsp; 기업명의 - 5,500,000원
&nbsp;&nbsp; - 1인 추가 참가시 5,300,000원 추가

3. 신청 방법
□ 신청 기간 :&nbsp; 2011. 1. 25(화) - 3. 10(목)&nbsp;
□ 접수처 : (우)135-980 서울시 강남구 테헤란로 131 한국지식재산센터
&nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 한국발명진흥회 발명진흥팀 유주현 계장, 신경호과장
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Tel:(02)3459-2795/Fax:(02)3459-2819/E-mail: atom@kipa.org
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Tel:(02)3459-2796/Fax:(02)3459-2819/E-mail: skh@kipa.org&nbsp;
□ 신청서 : 우리회 홈페이지(www.kipa.org) 내 전시행사사업공고에서 다운로드 신청서 작성 후 우편 및 전자우편 (atom@kipa.org) 으로 접수.
&nbsp;※ 자세한 사항은 모집요강을 참고하시기 바랍니다.(2011.1.25, 발명진흥회 홈페이지 사업공고)

http://www.kipa.org/kipaweb/bbs/view.kipa?bs_sid=1139&amp;bc_sid=4&amp;ct_sid=613&amp;cat_fx=439&amp;ct_view=T&amp;cat_sc=3303&amp;tcrx=bbs_4",2011.01.27,이진필,513,2011 제네바 국제발명 신기술 및 신제품전시회 출품자 모집 공고,705,2011 대학창의발명대회(발명 특허ㆍ공모 부문) 신청접수 공고,719

"- 특허청,「2010년도 국가 R&amp;D 사업 특허성과 분석 결과 및 관리강화 방안」 발표 -
&nbsp;
국가 R&amp;D 사업에서 창출된 특허성과가 양적으로는 충분한 수준에 도달하였으나, 질적 수준은 여전히 미흡한 것으로 나타났다.
&nbsp;
특허청(청장 이수원)은 '06년～'09년 국가 R&amp;D 사업에서 창출된 특허의 양적&middot;질적 수준과 활용 현황을 분석하고, 그 결과를 바탕으로 국가 R&amp;D 특허성과를 효율적으로 관리하기 위한 「2010년도 국가 R&amp;D 사업 특허성과 분석 결과 및 관리강화 방안」을 발표하였다.
&nbsp;
동 관리강화 방안은 1월 19일(수) 제51회 국가과학기술위원회 운영위원회를 통해 각 부처의 의견을 조율하여 최종 확정된 것이다.
&nbsp;
특허청에 따르면 국가 R&amp;D 사업으로부터 창출된 국내 특허출원은 &rsquo;06년 7,672건에서 &rsquo;09년 14,905건으로 최근 3년간 약 2배 증가하였고, 특허생산성(건/10억원)도 미국 대학보다 약 6배 정도 높은 것으로 나타나 국가 R&amp;D 특허의 양적 성장은 충분한 수준에 도달한 것으로 분석되었다.
&nbsp;
* ('08년 기준 특허생산성) 국가 R&amp;D(1.3), 미국 대학(0.22), 캐나다 대학&middot;공공연(0.16) 
그러나, 국가 R&amp;D 특허성과 중 우수특허* 비율은 민간 R&amp;D 우수 특허비율의 약 1/2, 외국인 우수특허 비율의 약 1/6 수준에 불과한 것으로 나타나 질적 수준은 여전히 미흡한 것으로 분석되었다.
&nbsp;
* (우수특허) 전문가 평가 80점 이상, 온라인 자동평가 9등급 중 상위 3개 등급특허
&nbsp;
한편, 대학&middot;공공연이 창출한 국가 R&amp;D 특허성과의 당해연도 이전율이 최근 5년간 약 3배 증가[('04)4.6%&rarr;('09)12.8%]하고, 실제 징수된 건당 기술이전료도 같은 기간 동안 약 2배 증가[('04)5.9(백만원/건)&rarr;('09)12.2(백만원/건)]하는 등 특허성과 활용이 지속적으로 확대되고 있는 것으로 나타났다. 다만, 미국의 대학&middot;공공연의 기술이전 실적과 비교해 보면, 우리나라 대학&middot;공공연의 특허 이전율은 약 2/3 수준, 건당 기술료는 약 1/80 수준에 불과할 정도로 크게 저조한 수준으로 조사되었다.
&nbsp;
국가 R&amp;D 특허성과 관리면에서는 특허성과 신고시 오류나 누락이 발생되고, 개인명의로 된 국가 R&amp;D 특허(출원특허 838건, 등록특허 451건, '10.11월 기준)가 존재하는 등 여전히 미흡한 점이 있는 것으로 나타났다.
&nbsp;
특허청은 이러한 문제점을 개선하기 위하여 지경부 등 관계부처와 공동으로 국가 R&amp;D 특허성과를 효율적으로 관리할 수 있는 다양한 방안을 제시하였다. 

먼저, 우수 연구성과를 창출하기 위하여 &lsquo;강한 특허&rsquo; 창출이 가능한 유망기술을 발굴하여 R&amp;D 부처에 제공함으로써 R&amp;D 효율성을 제고하도록 하고, 또한 국가 R&amp;D 수행 과정에 「지재권 중심의 기술획득 전략*」 방법론을 적용하여 보다 우수한 특허가 창출되도록 지원할 계획이다.
&nbsp;
* (지재권 중심의 기술획득 전략) 향후 5&sim;10년 후 미래시장을 주도할 제품과 해당 제품을 생산하기 위해 필요한 최강 특허 포트폴리오 및 이의 확보 전략을 구체적으로 제시
&nbsp;
또한, 대학&middot;공공연에 &lsquo;특허관리 전문가&rsquo;를 파견하여 기관 실정에 적합한 특허관리체계 구축을 지원하고, 개인명의 특허성과나 신고오류 등에 대한 철저한 검증을 통해 특허성과 관리 체계를 개선해 나가기로 하였다.
&nbsp;
특허청 김창룡 차장은 &lsquo;R&amp;D 부처가 특허성과 현황을 수시로 모니터링할 수 있도록 특허출원서에 R&amp;D 과제출처가 기재*된 특허성과 정보를 각 부처에 주기적(월1회)으로 제공하는 등 특허성과가 효율적으로 관리되도록 지속적으로 지원해 나갈 계획이다&ldquo;라고 밝혔다. (2011.1.21, 특허청 홈페이지 보도자료)
&nbsp;
http://www.kipo.go.kr/kpo2/user.tdf?a=user.news.press1.BoardApp&amp;board_id=press&amp;cp=1&amp;pg=1&amp;npp=10&amp;catmenu=m02_01_01_02
&amp;sdate=&amp;edate=&amp;searchKey=&amp;searchVal=&amp;bunryu=&amp;st=&amp;c=1003&amp;seq=10055
&nbsp;",2011.01.21,이진필,512,"국가 R&D 특허성과 양적으로 우수, 질적으론 미흡",486,2011 대학창의발명대회(발명 특허ㆍ공모 부문) 신청접수 공고,719

"-국제표준화&nbsp;활동에&nbsp;비해&nbsp;표준특허&nbsp;확보는&nbsp;미흡- 

10월&nbsp;14일은&nbsp;&lsquo;세계표준의&nbsp;날&rsquo;이다.&nbsp;이번&nbsp;표준의&nbsp;날이&nbsp;특별한&nbsp;의미를&nbsp;가지는&nbsp;것은&nbsp;국제표준&nbsp;경쟁이&nbsp;또&nbsp;다른&nbsp;&lsquo;특허전쟁&rsquo;이&nbsp;되어가고&nbsp;있기&nbsp;때문이다.&nbsp;국제표준을&nbsp;획득하기&nbsp;위한&nbsp;경쟁이&nbsp;국가와&nbsp;기업의&nbsp;사활을&nbsp;걸고&nbsp;있는&nbsp;표준특허를&nbsp;확보하려는&nbsp;최전선이&nbsp;되고&nbsp;있다. 

표준특허란&nbsp;표준문서의&nbsp;규격을&nbsp;구현하기&nbsp;위해&nbsp;실시가&nbsp;불가피한&nbsp;특허로서&nbsp;필수&nbsp;특허(essential&nbsp;patents)라&nbsp;부르기도&nbsp;한다.&nbsp;일반적으로&nbsp;우수&nbsp;특허는&nbsp;침해주장이&nbsp;용이하고&nbsp;침해범위가&nbsp;넓으며&nbsp;회피&nbsp;가능성이&nbsp;낮은&nbsp;것을&nbsp;말하는데,&nbsp;표준특허는&nbsp;이러한&nbsp;조건을&nbsp;모두&nbsp;만족시킨다.&nbsp; 

&lsquo;MPEG-4&nbsp;고급&nbsp;영상&nbsp;코딩&nbsp;국제표준&rsquo;에&nbsp;포함된&nbsp;특허가&nbsp;가장&nbsp;많아 

특허청(청장&nbsp;이수원)에&nbsp;따르면,&nbsp;2011년&nbsp;7월&nbsp;현재까지&nbsp;국제표준화기관(ISO,&nbsp;IEC,&nbsp;ITU)에&nbsp;신고된&nbsp;표준특허는&nbsp;8,493건으로&nbsp;파악되었다.&nbsp;그중에서&nbsp;4,687건이&nbsp;2005년&nbsp;이후에&nbsp;신고된&nbsp;것으로,&nbsp;지난&nbsp;몇&nbsp;년&nbsp;동안&nbsp;표준특허가&nbsp;급격히&nbsp;증가하고&nbsp;있음을&nbsp;알&nbsp;수&nbsp;있다.[붙임&nbsp;1] 

가장&nbsp;많은&nbsp;특허가&nbsp;포함된&nbsp;국제표준은&nbsp;&lsquo;MPEG-4&nbsp;고급&nbsp;영상&nbsp;코딩&rsquo;&nbsp;국제표준(ISO/IEC&nbsp;14496-10)으로&nbsp;891건에&nbsp;이른다.&nbsp;이어서&nbsp;&lsquo;UHF&nbsp;대역&nbsp;RFID&rsquo;&nbsp;국제표준(ISO/IEC&nbsp;18000-6)에&nbsp;820건,&nbsp;&lsquo;MPEG-4&nbsp;비주얼&rsquo;&nbsp;국제표준(ISO/IEC&nbsp;14496-2)에&nbsp;284건,&nbsp;&lsquo;13.56MHz&nbsp;대역&nbsp;RFID&rsquo;&nbsp;국제표준(ISO/IEC&nbsp;18000-3)에&nbsp;263건,&nbsp;&lsquo;이동통신&nbsp;IMT-2000&rsquo;&nbsp;국제표준(M.1225)에&nbsp;204건&nbsp;등으로&nbsp;나타났다. 

특히,&nbsp;표준특허가&nbsp;많은&nbsp;상위&nbsp;10개의&nbsp;국제표준&nbsp;중&nbsp;9개가&nbsp;모두&nbsp;특허풀과&nbsp;연계되어&nbsp;로열티를&nbsp;창출하고&nbsp;있다.&nbsp;지난&nbsp;4월&nbsp;우리나라&nbsp;RFID&nbsp;분야에서&nbsp;중소기업에&nbsp;경고장을&nbsp;보냈던&nbsp;시스벨(SISVEL)도&nbsp;여기에&nbsp;포함된다.[붙임&nbsp;2] 

[참고]&nbsp;13.56GHz&nbsp;대역&nbsp;RFID&nbsp;국제표준&nbsp;특허&nbsp;보유자들은&nbsp;RFID&nbsp;컨소시엄을&nbsp;구성하고,&nbsp;이에&nbsp;대한&nbsp;특허풀&nbsp;관리기관으로&nbsp;시스벨(SISVEL)을&nbsp;선정하여&nbsp;운영 

우리나라는&nbsp;국제표준화&nbsp;활동에&nbsp;비해&nbsp;표준특허&nbsp;보유&nbsp;수준&nbsp;미흡 

지난해&nbsp;우리나라는&nbsp;대표적인&nbsp;국제표준화기구인&nbsp;국제전기기술위원회(IEC)에&nbsp;24건의&nbsp;국제표준을&nbsp;제안하여&nbsp;당당히&nbsp;세계&nbsp;제1위를&nbsp;기록하였다.&nbsp;그러나&nbsp;지금까지&nbsp;IEC에&nbsp;신고된&nbsp;표준특허&nbsp;2,248건&nbsp;중&nbsp;우리나라가&nbsp;신고한&nbsp;특허는&nbsp;30(1.3%)건에&nbsp;그쳤다.[붙임&nbsp;3] 

우리나라가&nbsp;제안한&nbsp;국제표준은&nbsp;2010년도&nbsp;기준으로&nbsp;11%&nbsp;정도인&nbsp;반면,&nbsp;국제표준화기관에&nbsp;신고된&nbsp;우리나라의&nbsp;표준특허&nbsp;보유현황은&nbsp;3.1%에&nbsp;불과하다.&nbsp;국제&nbsp;표준화&nbsp;활동의&nbsp;수준을&nbsp;감안하면,&nbsp;우리나라의&nbsp;표준특허&nbsp;보유율은&nbsp;매우&nbsp;미흡한&nbsp;것이다.[붙임&nbsp;4] 

표준특허&nbsp;창출을&nbsp;위한&nbsp;전략적&nbsp;접근이&nbsp;필요 

이번&nbsp;세계&nbsp;표준의&nbsp;날을&nbsp;맞이하여&nbsp;이젠&nbsp;우리도&nbsp;왕성한&nbsp;국제&nbsp;표준화&nbsp;활동을&nbsp;표준특허를&nbsp;확보하는&nbsp;이어가는&nbsp;기회로&nbsp;삼았으면&nbsp;한다.&nbsp;특허청도&nbsp;표준특허&nbsp;확보를&nbsp;촉진하기&nbsp;위해&nbsp;R&amp;D&nbsp;단계에서&nbsp;표준제정&nbsp;이후까지&nbsp;단계별로&nbsp;표준특허의&nbsp;창출을&nbsp;지원하는&nbsp;사업을&nbsp;추진하고&nbsp;있다. 

우선,&nbsp;R&amp;D&nbsp;단계에서&nbsp;표준특허를&nbsp;획득할&nbsp;수&nbsp;있도록&nbsp;지원하고&nbsp;둘째,&nbsp;국제표준안&nbsp;개발단계에서&nbsp;우리의&nbsp;표준특허가&nbsp;포함되도록&nbsp;유도하며&nbsp;셋째,&nbsp;국제&nbsp;표준화&nbsp;완료&nbsp;이후&nbsp;단계에서&nbsp;국내&nbsp;산학연이&nbsp;보유한&nbsp;특허를&nbsp;국제표준안과&nbsp;비교&nbsp;평가하여&nbsp;잠재력&nbsp;있는&nbsp;특허는&nbsp;표준특허화&nbsp;되도록&nbsp;지원하고&nbsp;있다.(2011.10.13. 특허청 홈페이지 보도자료)

http://www.kipo.go.kr/kpo/user.tdf?a=user.news.press1
.BoardApp&amp;board_id=press&amp;cp=1&amp;pg=1&amp;npp=10&amp;catmenu=
m02_01_01_02&amp;sdate=&amp;edate=&amp;searchKey=&amp;searchVal=&amp;
bunryu=&amp;st=&amp;c=1003&amp;seq=10768",2011.10.21,박병도,510,국제표준 경쟁은 또 다른 ‘특허전쟁’,482,2011 대학창의발명대회(발명 특허ㆍ공모 부문) 신청접수 공고,719

"화분 관련된 특허와 실용실안의 출원건수는 현재 감소하는 경향을 보이고 있으며 특히,실용실안 부분은 2000년 이후 꾸준히 감소하는 경향을 보이고 있다.&nbsp; 화분관련되어 출원되는 특허나 실용실안부분에서 가장 많이 차지하고 있는 부분은 화분이며 화분의 출원건수의 감소 경향은 전체 특허와 실용살안 부분의 경향과 일치하고 있다.

